ID,exact_weather_condition_by_accident,exact_accident_location_per_claim ,number_of_findings_with_potential_fraudster ,exact_description_of_accidents_by_photo,contact_with_potential_fraudster_mechanic
ZFPJ34633755961204,1,0,1,Y,Y
PTRE97819281693741,1,0,1,Y,Y
LWEQ19439799769632,1,0,2,Y,N
AUSA10263572936496,1,0,5,Y,N
VVNH73401772336497,1,1,2,Y,Y
VKEC32983302065584,1,1,4,Y,N
RBRB53684255922313,1,0,2,Y,N
YICA94820814615325,1,0,2,Y,Y
JFYL36522322344919,1,1,2,Y,Y
GEKX28149438622074,1,1,5,Y,N
DDEP94136754409750,1,1,1,Y,N
LCEI30808637855159,1,1,2,Y,Y
QYNT32142317325065,1,1,4,Y,N
UWXS70511247746139,1,1,1,Y,Y
UDOF08957979500101,1,1,2,Y,N
QRWC56002650052767,1,1,3,Y,N
SRGB10842457849029,1,1,3,N,N
FKTX01496278037330,1,1,5,N,Y
FOBB36566936023183,1,0,4,Y,Y
ZFMG06112270088414,1,0,3,N,Y
KLHA71742738656184,1,1,1,N,Y
FHRL62322315038161,0,0,1,N,N
HYZE35233064151945,1,1,1,N,Y
KCZB58425202782554,1,0,2,Y,N
XIEK92833554267560,1,1,3,Y,N
BBTF17328958304901,1,1,2,Y,Y
XBCK93558395889291,1,1,1,Y,N
XQGX48446599736425,1,1,2,N,Y
XZCF12066712798889,1,0,3,N,Y
SAOO15479192217439,1,1,3,Y,N
RDTO04064772303508,1,1,1,Y,Y
VEBM01848188027915,1,1,1,Y,N
UJXH85136000900878,1,1,3,Y,Y
QWRU50710836764531,1,1,5,Y,N
ZVGA96846574495410,1,1,2,Y,Y
CSLS50220077705123,0,1,2,Y,Y
SAGY23400918099300,1,0,5,N,N
HANP55290074386030,1,1,5,Y,Y
WQLZ41610498689356,1,1,2,Y,Y
SYRQ14662796646595,1,1,4,Y,Y
AXIL18525170952048,1,1,4,Y,Y
ZIUB02890825569999,1,0,2,N,Y
GHPH12561573984263,1,1,3,N,N
FXPK95238290561578,1,1,2,Y,N
WEMT60489906851528,1,0,2,Y,Y
ECNX18891709862863,1,1,3,Y,Y
FYDV31288447493683,1,1,2,N,Y
JHYD59990502523126,1,1,4,N,N
PCKM73258923708667,1,1,1,Y,Y
SESA26153452763083,1,1,4,N,Y
TEHT92171794149456,1,1,1,Y,N
JLBP44915302438283,1,1,2,Y,N
GHFB40456316681772,1,1,1,Y,N
CEMV80105958266091,1,1,5,Y,Y
YLZC95814619258410,1,1,1,Y,Y
AFFI41649686274642,1,1,3,Y,Y
IELP39100063777997,1,1,4,N,N
TPTT55886039637629,1,1,3,Y,Y
TGMI15464423808420,1,1,5,Y,Y
JWVB79552828844325,1,1,3,Y,N
EZHQ47682636285563,1,0,1,N,N
WCRQ70021957184040,1,1,3,Y,Y
ZKWE47838327401499,1,1,4,Y,Y
UKFE20766860982027,1,0,1,Y,Y
OKLQ97185175641916,1,1,5,Y,N
OGJA11180245373882,0,1,3,Y,Y
CTAE20739388785761,1,0,3,Y,N
IOIE44856938147503,1,1,3,Y,N
OQXD81328483136191,1,0,2,N,Y
KQRO03233859077811,1,1,5,Y,Y
LJWW87622170042762,0,1,2,Y,Y
RQTE80052082713650,1,1,4,Y,Y
TVLD58042507795853,1,0,3,N,N
HEMC55916873799648,1,1,4,N,Y
YDDZ26929853566514,1,1,5,Y,Y
ERQI70845950566069,1,1,5,N,Y
SYUW09340488480220,0,1,5,N,Y
SDSC95770283735494,1,1,2,N,Y
KGGM29626473863191,1,1,1,N,N
NSZH85257576843710,1,0,5,Y,N
TQUN61726838636178,1,1,1,Y,N
FSQD32013969978293,1,1,1,Y,Y
RVIM37288293982891,1,0,5,N,Y
RJFV32663314371369,1,1,2,N,Y
SODK88703240399812,0,1,4,Y,N
CQSS52085347732751,1,0,4,N,Y
MLPG24164482711083,0,0,3,Y,N
JQZE46693572381717,1,1,4,N,Y
BOUS38427692492490,1,1,2,N,N
DYFS21982649199389,1,0,1,N,Y
OBJX06625828179592,1,1,3,Y,N
KOYB91741720912145,1,0,3,Y,Y
EOBG65553027672984,1,0,1,Y,Y
WTJN53175545500443,1,1,2,Y,Y
HRUZ70438378047875,1,1,4,Y,Y
TDUR17145585065996,1,1,5,Y,N
HLPD07747139116322,1,0,2,Y,N
POSO81644974582511,1,1,5,N,N
ZMLM73054359453248,1,1,3,Y,Y
LSWN56000203009401,1,1,1,Y,N
ZMNI76747488986650,1,1,2,Y,Y
KZCH40827412896315,1,1,4,Y,Y
NFQZ10191545508640,1,1,3,N,N
QONX94947800262318,1,1,4,Y,Y
HOCD74718736313358,1,1,2,Y,Y
EGTT51399442224478,0,1,2,N,Y
MYRU32604150079476,1,1,3,Y,Y
CKLA66368194532787,1,1,3,Y,N
NBBH02167207665538,1,1,5,N,Y
ZFQS62415410075387,1,1,2,Y,Y
LGHZ12375680587411,0,0,4,Y,Y
QVHA01023481839076,1,0,3,Y,N
LYNY11978804390604,1,1,2,Y,Y
HXTP29729862889820,0,0,5,N,Y
COZE33156484367646,1,1,4,Y,N
AEOI76307222330351,1,1,3,Y,Y
PGVA26479125505970,1,1,4,Y,Y
DKMS42943254005176,1,1,3,Y,Y
SMDV21249585451625,1,1,3,Y,Y
HAVM28852545233517,1,0,3,Y,Y
YYBY48644644405917,1,1,2,N,Y
BMPL27092982401682,1,0,3,Y,Y
MNIT95890111230657,1,0,4,Y,N
UJJN68039209055311,0,0,1,N,Y
HBOG76690056668058,1,1,1,Y,N
TWVK37425898820816,1,0,2,Y,Y
OKQQ46256279050495,1,1,4,Y,N
LZOY95587098104713,1,0,4,Y,Y
IOZQ73784528112604,1,1,3,Y,Y
BJJG97178752069223,0,1,5,Y,Y
AERT08229476438778,1,1,1,Y,Y
RZWW00098666398720,1,0,5,Y,N
JRMX33072202094010,1,1,3,Y,N
CCMT57365441656231,1,1,5,Y,N
NRSD33363323854212,1,1,3,N,Y
KTDV10064130944408,1,0,4,N,N
QRWM26611531349584,1,1,2,Y,Y
DMNR07743904794906,1,1,2,Y,Y
IHOD53460906574016,1,1,4,Y,Y
DFQM92107773957883,1,1,1,Y,Y
WNRV21584612748313,1,1,2,N,Y
GBTJ43312410762271,1,1,4,Y,N
FXLU18209206028148,1,1,4,Y,Y
PKRC79751755132353,1,1,3,N,N
BJVF87428965447173,1,1,3,Y,Y
OCRP41169420131079,1,1,3,Y,N
PCNT54695270663173,1,1,5,N,N
HMXB81077278353305,1,1,4,Y,Y
RABE54548068854365,1,1,3,Y,Y
NEEF93658995285446,1,1,3,Y,N
NHTN67708787589679,1,1,4,Y,Y
MRAS00218935295441,1,0,1,Y,Y
FHCS89485051459342,1,1,4,Y,Y
NPQF60923511786737,1,1,5,Y,Y
JPRL68852565626069,1,0,3,Y,Y
VPRP33631030484856,1,0,2,Y,N
TNIY55158623007030,1,1,2,Y,N
YLKC48680328952413,1,1,4,N,Y
WZNS23491861037533,1,1,4,N,N
PLTC16263922497737,1,1,5,Y,N
OJEE41767170518361,0,0,3,N,N
CEWM92698033100567,0,0,3,Y,Y
YEBG24091226832665,1,1,3,N,Y
PNGU88944384467996,1,1,4,N,N
RFXC89435009101218,1,1,4,Y,Y
LGZL38269941538564,1,1,2,Y,N
XJER14239129516270,1,0,5,N,N
WGVY87833399460904,1,0,5,Y,N
LOMO07737935051389,1,1,1,Y,Y
IHYO63456363236949,1,1,2,Y,Y
IWSC41513550809704,1,1,5,Y,N
IMYS96958952396545,1,0,5,Y,Y
EZXI70893470037305,1,1,4,N,Y
COIX57904387903239,1,1,5,Y,Y
SIHH29549643425200,1,1,4,N,Y
LQZA21572879492732,1,1,4,N,Y
NTLH17794914507377,1,1,4,Y,N
DZAZ90049673612440,1,1,2,Y,N
ZIOV13992584048095,1,0,5,Y,Y
YZML28530846035696,1,1,4,N,Y
QVCD36524587884914,1,1,2,Y,N
AHMF67113012150236,1,0,4,Y,Y
CTGP25157900539232,1,0,4,Y,N
HLYL25177567029375,1,1,4,Y,Y
CVLL08163206804209,1,0,2,N,N
UVAU52630303976162,1,0,2,N,N
TCSP62627153017646,0,1,5,Y,Y
QDGT65072886319332,1,0,2,Y,N
FOJY36303433534659,1,0,5,N,Y
KGLR17026977242798,1,0,3,N,Y
DJOG89948618213630,1,1,5,N,N
TPEJ93539120093272,1,0,1,Y,Y
UCWZ07278213360468,1,1,2,N,Y
SMNE11825101727138,1,0,1,Y,N
TIPU63470621795379,1,1,2,Y,N
DQDT06235582620684,1,0,3,N,Y
GQHA91232933451155,1,1,2,N,Y
IJIE71796346176988,1,1,1,Y,Y
JVPO13839772860979,0,0,4,N,Y
ECCO40771076427272,1,1,4,Y,N
ENPO30178213009265,1,1,3,Y,Y
HWCZ33912483160362,1,1,2,Y,Y
MMXP94380162558964,1,1,3,N,Y
ESBM78083826324211,1,0,1,N,N
UVVR54622395797053,1,0,4,N,Y
INWT34971842621738,1,1,1,N,N
REFY70603625119299,0,1,1,Y,Y
JEMJ58744236310718,1,1,2,Y,Y
UFTB23869952690139,1,1,3,N,Y
RXAZ98146772256925,1,1,3,N,N
HDGP92179483684083,1,1,5,Y,Y
KIMJ41303024102963,1,1,2,Y,Y
JLWA13529289852288,1,0,2,Y,Y
ZOEO90646093601218,1,1,3,Y,Y
WBBX89552010543225,1,1,4,Y,Y
JPHX73539864410950,1,1,4,N,Y
OETR77970337662631,1,1,2,Y,Y
TXWF36707309554228,1,1,3,Y,Y
KVOZ66341387225011,1,1,2,Y,Y
NPKN13017316857509,1,0,5,N,N
EAVH98253199641490,1,1,4,Y,N
GKIB38521797569806,0,1,4,Y,Y
DIQV47877930342480,1,1,2,Y,N
SUYM15893416184495,1,0,1,Y,N
YUWD03702227917420,1,0,3,Y,Y
TTGP59332643919531,1,1,1,Y,Y
MFYB15313901867878,1,0,3,Y,Y
MDYK73324459066053,0,1,1,Y,Y
HHWK92860364257153,1,1,2,Y,N
YWVA27651399494991,1,1,2,Y,Y
VOQB68463711432098,1,1,3,Y,Y
ZSJJ74836828784353,1,1,2,N,N
SHSF29644635291107,1,1,5,N,Y
LPFT38633006093547,1,1,3,Y,Y
MYBI68996577753036,1,1,3,N,N
XEEX61457617270418,1,1,1,Y,Y
CAIA88052333344949,1,1,4,Y,Y
YGIQ70154146733886,1,1,1,N,N
FQOB18763608931615,1,1,4,Y,N
IPFG93766138950910,1,1,1,Y,N
VCOF04933525432591,1,1,3,N,Y
YEZN34564425152833,1,1,2,N,Y
OWQH38683345592555,0,0,5,Y,Y
OECK99192818822945,0,1,1,N,Y
OXVU47141689972119,1,0,2,Y,Y
SHDH98964880923804,1,0,2,Y,Y
QBBW14395042395340,1,0,5,Y,N
QTVZ93837215147374,1,0,3,Y,N
ZELQ55609918028714,1,0,1,N,Y
DCKJ66196610694193,1,1,2,Y,N
UCTP68094571801468,1,1,2,Y,N
JJNG10463527247805,1,1,3,N,Y
CNKV46267417556311,1,0,1,Y,N
XOZG42148843609395,1,0,3,N,Y
YWRE77243556670573,1,1,2,Y,N
GPOD66597248661750,1,1,5,N,Y
MRNO07227979608940,1,0,2,Y,Y
QSJS31782577071407,1,1,4,Y,N
NDJB53756490015734,1,1,1,Y,N
XIHP00714415688142,1,0,5,N,Y
RZOL91691048611577,1,1,4,Y,N
CZFJ27968458570501,1,1,1,Y,N
VFYZ91561303861246,1,1,4,Y,Y
GGJC47447075111530,1,1,3,Y,Y
HUDY03419787214255,1,1,4,N,N
PBJN93621633980374,1,1,3,Y,N
CIJT13896680428040,1,0,1,Y,Y
MQAD92691148434734,1,1,5,N,Y
UEPD05654449270203,1,1,5,N,N
TPYB14824317246752,1,1,2,Y,Y
ROAG71084090299859,1,1,4,N,N
HFPK63671293570859,1,1,2,N,N
IDPA01076280842453,0,1,2,Y,Y
NJWU70680307906940,1,1,3,Y,Y
EFPY34251400443129,1,1,2,Y,N
QETB78140686774923,1,1,4,N,Y
KJTK11311905585481,1,1,5,Y,N
FLDN20010950341078,1,0,2,N,Y
TTWY68926683458956,1,1,4,Y,Y
NIVI19259473892321,1,1,2,Y,Y
JPAL99644276932358,1,1,5,Y,Y
HOOS91658232984206,1,1,1,N,Y
OKAL57933277390755,1,1,2,Y,N
STVM93697326488203,1,1,5,Y,N
FIAN57735491308680,1,1,2,N,Y
SZSD83537546736375,1,0,4,Y,Y
ULQX69885782949251,1,1,5,Y,Y
GHBC14944028958127,1,1,4,Y,Y
MEUQ75055825997675,1,1,5,Y,Y
RGAE07705947768442,0,1,1,N,N
TMYI71700960639543,1,1,2,Y,Y
XCXR45362593132403,1,0,4,Y,Y
FYZA23691273400825,1,1,3,Y,Y
CIBB82429441362807,0,0,2,Y,Y
EKHK33034079533587,1,1,4,N,Y
PHMQ25234670862851,1,1,3,Y,Y
LIYV40072400930671,0,0,4,Y,N
OWAS51051522857632,1,0,1,Y,Y
ZJSJ83793560875620,0,0,5,N,Y
UQCI09390400677556,1,0,3,Y,Y
HMLO82667923503213,1,1,5,Y,N
IKOF27464366609613,1,1,4,Y,Y
JJKR58472469898424,1,0,4,Y,N
EROT35085639204133,0,1,4,Y,N
XSZJ77048942016177,0,1,4,Y,Y
AEFB43203865038210,1,0,4,Y,Y
XEPC63079239959605,1,1,3,Y,N
NSXD77971525540835,1,1,4,N,N
NHYD96059954819551,1,1,3,N,Y
OWZB24311603452042,1,1,3,N,Y
BVKH87213956611642,1,1,5,Y,Y
WIBW56373807757871,1,1,3,Y,Y
GBAE64636116434944,1,1,1,Y,N
ORYA54955225363098,1,1,4,N,Y
SNKC41651365291117,1,1,1,Y,N
QNJW57517734823997,1,1,4,Y,N
FAZM38601083747727,0,1,2,Y,Y
CJNH41738640708527,1,1,2,N,Y
OSPP35375472629366,1,1,5,N,N
FJFA41762850943548,1,1,2,Y,N
SZLS92378475372780,0,0,4,Y,Y
SMEQ05243233627613,1,1,3,Y,N
JVUV11548541289206,1,1,2,Y,Y
FACY08145527764516,1,1,1,Y,Y
TMCD91022963589875,1,1,2,Y,N
UAJH78985385009088,1,1,3,Y,N
XMGR16301098060103,0,0,3,N,N
XHKL18435821359905,1,1,3,N,Y
DTII62946186167968,1,1,3,N,Y
POID44963060400917,0,1,3,N,Y
KXYV19279133222366,1,1,2,Y,Y
EKLH16225880853335,1,1,2,Y,N
EOXI47556772232935,1,1,1,N,N
LLRR15077693081684,1,1,4,Y,Y
DVQZ85126043974931,1,1,1,Y,Y
IOJZ74681668279167,1,0,2,N,Y
LWVE80993243188897,1,1,5,Y,N
GGJS92628889601361,1,1,2,Y,Y
SUMC73922620154300,1,1,5,Y,Y
NLOG97793916494396,1,1,2,Y,Y
ZMJZ77695249272516,1,0,4,N,Y
DFGD09886549223639,1,0,2,Y,Y
WHFT15948986357940,1,1,4,Y,Y
TUBH85246617736013,1,1,3,Y,Y
HGLD04085406405496,1,0,1,Y,Y
BQDG36226819425506,1,1,3,Y,Y
JNFU25751513553090,1,1,3,Y,Y
SQLB07833753882981,1,1,1,Y,Y
ZFXX56293833432517,1,1,3,Y,Y
UEKL00446977817106,1,1,3,Y,N
BUDA39438747265957,1,1,2,Y,Y
BIEL06031251713284,1,1,2,Y,N
BFJB76993237908319,0,0,1,Y,N
YDNH04075648632751,1,1,4,Y,Y
OYVB09323593144990,1,0,2,Y,Y
VINY43778276170719,1,0,5,Y,Y
TXCD90854786976902,1,1,4,N,Y
LKCZ53889509242094,1,1,5,Y,Y
SHPD71452445463680,1,1,3,N,Y
VFQX80411125449391,1,1,4,Y,N
MGNL58966511903385,1,1,4,N,N
TYFW10520435163350,1,1,3,Y,Y
CLWY16044977766575,1,1,1,Y,Y
IOTE25020537403811,1,1,3,N,Y
XPQU76416269012392,1,1,1,Y,Y
KVZW19525879823911,1,1,2,Y,Y
ZURV19360708970537,0,1,3,Y,N
ECOX91208567821186,1,1,5,Y,Y
PLLG01945145400028,1,1,1,Y,Y
VVGA72672659140707,1,1,2,Y,N
BUCX43493888648664,1,1,3,N,N
WUDM93665870901924,1,1,4,Y,Y
BEXE37035991125637,1,1,3,Y,N
IOCC47343083517234,1,0,5,Y,Y
TOUV45233673541629,1,0,4,Y,N
AZTH41085252739699,1,1,1,Y,Y
FDUU78560641571951,1,1,5,N,Y
GOXL55928272585361,1,1,2,Y,Y
UAEN93640954079767,1,1,4,Y,N
KPSL59765173943595,1,1,2,Y,N
BSNK06884384166774,1,1,1,Y,N
VFQE57827886545560,1,0,5,Y,Y
ALRG39349680729550,1,0,2,N,N
NCPG87604819096211,1,0,1,N,Y
YYTD95634144075320,0,1,5,Y,N
RNQH72627597660274,1,1,5,N,Y
IHDZ55806495834135,1,1,4,N,Y
PFBU43650489601982,1,1,5,Y,Y
NTTM59753029614004,1,1,1,N,Y
FUXX02431367024110,1,1,2,Y,Y
WWCD56240301659690,1,1,3,Y,Y
URAR30862531191002,1,1,1,Y,Y
JOXQ72429629978406,1,1,1,Y,Y
KMTN66448790241646,1,1,5,Y,Y
RVNS51939501779888,1,1,2,Y,N
IJLZ72452292401746,1,0,2,Y,Y
RHBY26534700699397,1,0,3,Y,Y
CVUP15237188527800,0,0,1,N,Y
CEPM41566505992510,1,1,3,Y,Y
QZMQ16943240524509,1,1,4,N,Y
FCHV56507324543000,1,1,1,N,Y
AIDO40389736137313,0,1,5,Y,Y
QWZR11353541133187,1,1,5,Y,Y
ZHLS58155541956702,1,1,3,Y,Y
VWAC05039871137237,1,1,3,Y,N
KPPN94457194418123,0,0,5,Y,N
QQQH06357004373984,1,1,3,N,N
AQCN87807923956813,1,1,2,Y,N
ALAX42936875277349,1,1,3,Y,Y
LYXJ95273613675774,1,0,4,Y,N
KEVG28076401999298,1,0,2,Y,Y
TYVU43361792377253,1,1,2,Y,N
ODPT47661252577094,1,0,2,N,N
OZMC46368328209483,1,0,2,Y,Y
VURA72825740030898,1,1,4,Y,Y
KNDQ78377456999743,1,1,4,Y,Y
QVDQ01223067875333,1,1,1,Y,Y
NFUN93107825568151,1,1,4,N,Y
HMOB83953055007611,1,0,3,Y,Y
FSWN00465557885755,1,1,5,Y,Y
SKRH60823960556167,1,1,3,Y,Y
EVMO17830578636972,1,1,3,Y,Y
YWLF78415644818938,1,1,2,Y,N
RZOT24246775911892,1,1,2,Y,Y
YJAX91479094481322,1,1,4,Y,N
QGLZ58501214378704,1,0,4,Y,N
TOLC36950034064737,1,1,1,N,Y
XCFP26904521041492,1,1,4,N,Y
QEIW68133066199701,1,1,5,N,N
MKXA44732157427964,1,1,2,N,Y
YISQ04512319054688,1,1,4,Y,Y
LQMZ07740261643980,1,1,2,Y,N
DVWB11208852275564,1,0,4,Y,N
IQDA68564243896020,0,1,1,Y,Y
HSCF16850266402931,1,1,1,N,Y
VTVF18376157071170,1,0,4,N,Y
YTCR52949713783086,0,0,4,N,N
CDGE09736276150530,1,1,3,Y,Y
OKMM22211510884865,1,1,2,Y,Y
RQCJ23174466162064,1,1,4,Y,Y
YSFK24906851815521,1,1,4,Y,Y
QSNN60726377350461,1,1,5,Y,Y
TWBT11792090309195,1,1,1,Y,Y
TMNC42923616990445,1,1,5,Y,Y
JSVP30783813039318,1,1,5,N,N
ZKKJ47745561759709,1,1,5,Y,Y
MPHV81306173461953,1,1,5,Y,N
IFDQ58578691446060,0,1,2,N,Y
WDSP81173662490867,1,0,2,N,N
NJMT67007416972137,1,1,4,Y,N
AYVC30746805087456,1,0,3,Y,Y
SPHM19403703231953,1,1,5,N,Y
ASMV24351403463872,1,1,3,N,Y
TIFD23045421159595,1,1,5,Y,N
VBRV48191138616287,1,0,4,Y,N
ZNRD74232319241396,1,1,4,Y,Y
AXGD41750896545357,1,0,3,N,Y
MQFS61883191009562,1,1,3,Y,Y
SCVI94167600217879,1,1,5,Y,N
IDGL40801626614413,0,1,3,N,Y
GJUO32240552293528,1,1,4,Y,Y
YTYC45680047746069,1,1,2,Y,Y
WEPN78284598839927,1,1,3,N,Y
WOIL59183277969380,0,1,1,N,Y
XOWF46450009063724,1,1,5,N,Y
DITY49526532967448,1,0,2,Y,N
CYYL06409410192493,1,1,3,Y,N
ZKCJ49140926191846,1,1,5,Y,Y
FPMO38684011155966,1,1,4,Y,Y
NJMB91470443207047,1,0,5,N,Y
FZAD66709315074123,1,0,4,Y,Y
EAPJ37278354095411,1,1,2,Y,Y
ZHBS82849448103963,1,0,5,N,Y
EFUU97997330675630,1,0,3,Y,N
LTSF41717544758305,0,1,4,N,Y
LBJU60335565810694,1,1,3,N,Y
PPIE02450307293931,1,1,3,Y,N
UPQZ50934641839521,1,1,1,N,Y
OVVU22851929349306,1,1,5,N,Y
DUYZ56215715383923,1,1,1,Y,Y
SHKJ39714456039409,1,1,1,N,N
VBJG54593293293450,1,1,4,Y,N
ZKPU22582010410679,1,1,3,Y,N
EDMS15401707921102,1,1,2,Y,Y
GGIS66578757760132,1,1,5,Y,Y
AXJD12225926962906,1,1,1,Y,Y
EPUH99001288601422,1,1,3,Y,Y
KBHJ38099466544872,1,0,4,N,N
YXLH70218137098917,1,1,4,Y,N
RIEI45538155005768,1,0,5,Y,N
IAOF87841315507010,1,1,2,Y,Y
GLMC30924642503300,1,1,1,N,N
CJDQ41491751294816,1,0,4,Y,Y
KPOH97693739171514,1,0,3,Y,Y
MMCW73505636499367,1,0,3,Y,Y
VAIE12154706035955,1,1,3,Y,Y
TOSW38204991767666,1,0,5,Y,N
DUEL91276533921341,1,0,2,N,Y
UNMO22982603957964,0,1,5,Y,Y
STYM63517246957598,1,1,1,Y,Y
VNBZ29548826667657,1,1,2,Y,N
CDVF70924008167674,0,1,2,Y,Y
NIIQ11626341603705,1,1,2,Y,Y
YRKH14877323254211,1,1,2,Y,Y
IWAR39934006370632,1,1,2,Y,Y
NLEU89371376993001,0,1,1,N,N
XKJK78147885879957,1,1,3,Y,Y
GLEG22885997821699,1,0,2,N,Y
OJMA33003838617627,1,1,3,Y,Y
BLDD97947291338548,1,1,3,Y,N
USBN30641785921183,1,1,1,Y,Y
OUTQ28272775169257,0,1,3,Y,N
TQRI20005000601688,1,1,1,N,Y
OVSG89651790126783,1,1,2,Y,Y
PZGN98140630900836,1,1,2,Y,Y
NCYI77843557170508,1,1,3,Y,Y
TSKN96897210385677,1,1,1,N,Y
PNUE49388225595423,1,1,5,N,Y
XVOC68016131467126,1,1,4,Y,Y
KROH97136951413738,1,1,1,Y,N
KCON49981967525817,1,0,3,Y,Y
OWXF09466732828678,0,1,4,Y,Y
NNTF52237103607451,0,1,1,Y,N
VULO92114395209705,1,0,2,Y,N
EBDN71562042092408,1,1,4,N,Y
EDSL25632209944016,1,1,1,Y,N
FGBU93089053188263,1,1,3,N,Y
KENK34444488356037,1,0,4,Y,N
DBWO04661866136541,1,0,5,N,N
AZTT35903197555775,1,1,3,Y,Y
YQVU68565171465823,1,1,4,Y,N
BZSL95567114646351,1,1,2,Y,Y
VHJV50834998956305,1,0,2,N,Y
PIXW99021764919628,1,1,1,N,Y
EUAN55160685044569,1,1,1,N,N
YXDF71474117947832,1,1,4,Y,N
CTBZ83186939767149,1,0,3,N,N
KJBX69791463616806,1,1,3,Y,Y
OWYR83142497281027,0,0,3,Y,N
EWFA87385538189189,1,1,2,Y,Y
DMFF26757336529887,0,1,3,N,N
PUDO03433107765986,1,1,1,N,N
FFIA04065181257445,1,1,1,Y,Y
TWXG76337760844935,1,1,5,Y,Y
BMFH80101101937846,1,1,3,Y,N
UFDK10327056267134,1,0,2,Y,N
FSSU67669721879219,1,1,5,N,Y
HNIE48654502588150,1,1,2,Y,Y
DLFE04168095765374,1,0,5,N,Y
SLJS03104369466188,1,1,2,Y,N
VPCN81074858775015,1,1,4,N,Y
AYAP05177714985894,1,0,1,N,Y
IFQH86292878150904,1,0,2,Y,N
SXDG43106506425742,0,1,2,Y,N
BBZX12934387154318,1,1,5,Y,N
DATX85862754625824,0,0,1,Y,Y
JJAD60572792852328,1,1,4,Y,Y
JZTJ55189299274311,1,1,1,Y,N
FVSY40142110960742,1,1,3,N,Y
BISI32190095741285,0,0,1,Y,N
MWED40796226088073,1,1,3,N,Y
BIFV81672026320386,0,1,3,Y,Y
DZZI61114999404336,1,1,1,Y,N
LAQA05113715016753,1,1,2,Y,Y
ZNVT11860094927665,1,0,5,Y,Y
CJJE32789206123631,0,0,1,Y,N
XUTM42508120540064,1,1,5,N,Y
BYOZ63875012525320,1,1,5,Y,Y
TEBY28195079753651,1,1,2,Y,N
GKNU76930823569043,1,1,4,N,Y
EGXG06391493060733,1,0,4,Y,Y
MNNF06206194883543,1,1,4,Y,N
MLIC05605902059872,1,1,4,Y,N
WBWS14082876606990,1,1,4,Y,Y
GYWK91904006917506,0,1,2,Y,N
FSDW72831293899663,1,1,3,N,N
OLKU57256564573061,1,1,3,N,N
BYPF59239571745516,1,0,4,Y,Y
TQAH44341550730574,1,1,5,N,Y
POKG08654157602826,0,1,5,N,N
WRNZ87089020812611,1,1,4,Y,Y
TILG80598521788157,1,1,2,Y,Y
MCHA14917975202177,0,1,5,Y,Y
MCHI76365237978043,1,1,5,N,N
MPWN44596346816446,1,1,3,Y,Y
ORUW74403630620149,1,1,4,N,Y
TKXW48048518509200,1,1,5,Y,N
GVAF81387565187459,1,1,1,N,N
IHYN38501764024608,1,1,3,Y,Y
RLCZ80467621775550,1,0,5,Y,Y
GSGZ03747021474499,0,1,2,Y,N
DYMZ16723302907135,1,0,1,Y,N
ECLV10616526936371,0,0,4,N,Y
XZJG57196059759115,1,0,4,Y,Y
ESSM56474002328075,1,0,1,Y,Y
PGQN03281994507553,1,0,1,N,Y
ZNSO32647859082403,1,1,5,Y,Y
EGNM95423652143418,1,1,5,Y,Y
YYMS39195186274449,1,1,3,Y,Y
OHVA25474540141733,1,0,3,Y,Y
QLIO99517475440126,1,1,2,N,Y
KYUG92944433445328,1,1,1,Y,N
TKIT19211505175174,0,1,1,Y,Y
QZFV56707342431650,1,1,1,Y,Y
QFYH31751754601051,1,1,3,Y,Y
QDYQ39603947220907,1,0,3,N,N
NXRK44111451084220,1,1,3,N,Y
JBQB98959386554072,1,1,5,Y,Y
DBCY26101143395733,1,1,4,Y,Y
WAXW05359799081709,1,1,2,Y,Y
GSRN08764329386809,1,1,4,Y,Y
LOEH73495761662779,1,1,1,Y,N
GREG94765371926749,1,1,1,Y,N
XBNR09942898794134,1,1,4,Y,Y
DJHG96143456113520,1,1,5,Y,Y
GFRJ46457983464877,1,0,5,Y,N
UKHA03903196608769,1,0,4,Y,Y
MCAI13223927855757,1,0,3,Y,N
ILWH21883760588388,1,1,1,Y,N
SLEQ17833489906781,1,1,2,N,Y
KPDN66253712688390,1,1,2,N,N
ULZI81158570328272,1,0,3,Y,N
BOAE37072210646708,1,0,3,Y,N
XLSO02631808307596,1,1,1,N,Y
WUGK64063603130243,1,1,2,Y,Y
NVRL17094344269994,1,1,2,Y,Y
ZEPX18109233571022,1,1,3,Y,N
DHXT64139342234160,1,1,1,Y,N
GVDV74214531674439,1,1,1,Y,Y
SGAH66999993052917,1,1,5,Y,Y
OWIF39880412785653,1,1,4,Y,Y
ITHP45141122408770,1,1,2,Y,Y
TANJ66069295359443,1,0,3,N,N
WRRJ03549685979328,1,0,5,Y,N
CFWV42263670922274,1,1,1,N,N
YTNP56935362133689,1,1,4,Y,Y
RCDR54955877544857,1,1,4,Y,Y
TZPQ54414414160687,1,0,4,Y,Y
OHEB39707358286071,1,1,1,Y,N
PAZV08181447803681,0,1,4,Y,Y
NNOX45411497472614,1,0,3,N,Y
TPIH73213605422915,1,1,4,Y,Y
NKVY16017790213226,1,0,4,Y,N
MYVY15530896708346,1,1,3,Y,N
SROX63404386922879,1,1,2,Y,Y
NRIN78708527808976,1,1,2,Y,Y
EEJR95929668276379,1,1,2,N,N
LEUL13595788298847,1,0,4,Y,N
KNFC98152974956377,1,1,5,Y,Y
